Index,Date,URL,date,time,key,labels
93,858918_2022-05-02_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_090000_LBA_OUTER_S0.fits,2022-05-02,09:00:00.000000,858918_2022-05-02_09:00:00.000000,3
67,858918_2022-05-02_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_091500_LBA_OUTER_S0.fits,2022-05-02,09:15:00.000000,858918_2022-05-02_09:15:00.000000,3
65,858918_2022-05-02_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_093000_LBA_OUTER_S0.fits,2022-05-02,09:30:00.000000,858918_2022-05-02_09:30:00.000000,3
81,858918_2022-05-02_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_094500_LBA_OUTER_S0.fits,2022-05-02,09:45:00.000000,858918_2022-05-02_09:45:00.000000,3
58,858918_2022-05-02_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_100000_LBA_OUTER_S0.fits,2022-05-02,10:00:00.000000,858918_2022-05-02_10:00:00.000000,3
83,858918_2022-05-02_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_101500_LBA_OUTER_S0.fits,2022-05-02,10:15:00.000000,858918_2022-05-02_10:15:00.000000,3
89,858918_2022-05-02_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_103000_LBA_OUTER_S0.fits,2022-05-02,10:30:00.000000,858918_2022-05-02_10:30:00.000000,3
66,858918_2022-05-02_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_104500_LBA_OUTER_S0.fits,2022-05-02,10:45:00.000000,858918_2022-05-02_10:45:00.000000,3
68,858918_2022-05-02_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_110000_LBA_OUTER_S0.fits,2022-05-02,11:00:00.000000,858918_2022-05-02_11:00:00.000000,3
92,858918_2022-05-02_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_111500_LBA_OUTER_S0.fits,2022-05-02,11:15:00.000000,858918_2022-05-02_11:15:00.000000,3
80,858918_2022-05-02_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_113000_LBA_OUTER_S0.fits,2022-05-02,11:30:00.000000,858918_2022-05-02_11:30:00.000000,3
57,858918_2022-05-02_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_114500_LBA_OUTER_S0.fits,2022-05-02,11:45:00.000000,858918_2022-05-02_11:45:00.000000,3
77,858918_2022-05-02_12:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_120000_LBA_OUTER_S0.fits,2022-05-02,12:00:00.000000,858918_2022-05-02_12:00:00.000000,3
62,858918_2022-05-02_12:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_121500_LBA_OUTER_S0.fits,2022-05-02,12:15:00.000000,858918_2022-05-02_12:15:00.000000,3
69,858918_2022-05-02_12:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_123000_LBA_OUTER_S0.fits,2022-05-02,12:30:00.000000,858918_2022-05-02_12:30:00.000000,3
87,858918_2022-05-02_12:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_124500_LBA_OUTER_S0.fits,2022-05-02,12:45:00.000000,858918_2022-05-02_12:45:00.000000,3
85,858918_2022-05-02_13:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_130000_LBA_OUTER_S0.fits,2022-05-02,13:00:00.000000,858918_2022-05-02_13:00:00.000000,3
71,858918_2022-05-02_13:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_131500_LBA_OUTER_S0.fits,2022-05-02,13:15:00.000000,858918_2022-05-02_13:15:00.000000,3
60,858918_2022-05-02_13:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_133000_LBA_OUTER_S0.fits,2022-05-02,13:30:00.000000,858918_2022-05-02_13:30:00.000000,3
79,858918_2022-05-02_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_134500_LBA_OUTER_S0.fits,2022-05-02,13:45:00.000000,858918_2022-05-02_13:45:00.000000,3
78,858918_2022-05-02_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_140000_LBA_OUTER_S0.fits,2022-05-02,14:00:00.000000,858918_2022-05-02_14:00:00.000000,3
63,858918_2022-05-02_14:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_141500_LBA_OUTER_S0.fits,2022-05-02,14:15:00.000000,858918_2022-05-02_14:15:00.000000,3
70,858918_2022-05-02_14:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_143000_LBA_OUTER_S0.fits,2022-05-02,14:30:00.000000,858918_2022-05-02_14:30:00.000000,3
86,858918_2022-05-02_14:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_144500_LBA_OUTER_S0.fits,2022-05-02,14:45:00.000000,858918_2022-05-02_14:45:00.000000,3
88,858918_2022-05-02_15:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_150000_LBA_OUTER_S0.fits,2022-05-02,15:00:00.000000,858918_2022-05-02_15:00:00.000000,3
72,858918_2022-05-02_15:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_151500_LBA_OUTER_S0.fits,2022-05-02,15:15:00.000000,858918_2022-05-02_15:15:00.000000,3
61,858918_2022-05-02_15:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_153000_LBA_OUTER_S0.fits,2022-05-02,15:30:00.000000,858918_2022-05-02_15:30:00.000000,3
76,858918_2022-05-02_15:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_154500_LBA_OUTER_S0.fits,2022-05-02,15:45:00.000000,858918_2022-05-02_15:45:00.000000,3
56,858918_2022-05-02_16:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3868/858918/dynamic_spectra/LOFAR_20220502_160000_LBA_OUTER_S0.fits,2022-05-02,16:00:00.000000,858918_2022-05-02_16:00:00.000000,3
266,859062_2022-05-03_06:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_063000_LBA_OUTER_S0.fits,2022-05-03,06:30:00.000000,859062_2022-05-03_06:30:00.000000,3
287,859062_2022-05-03_06:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_064500_LBA_OUTER_S0.fits,2022-05-03,06:45:00.000000,859062_2022-05-03_06:45:00.000000,3
286,859062_2022-05-03_07:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_070000_LBA_OUTER_S0.fits,2022-05-03,07:00:00.000000,859062_2022-05-03_07:00:00.000000,3
260,859062_2022-05-03_07:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_071500_LBA_OUTER_S0.fits,2022-05-03,07:15:00.000000,859062_2022-05-03_07:15:00.000000,3
256,859062_2022-05-03_07:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_073000_LBA_OUTER_S0.fits,2022-05-03,07:30:00.000000,859062_2022-05-03_07:30:00.000000,3
277,859062_2022-05-03_07:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_074500_LBA_OUTER_S0.fits,2022-05-03,07:45:00.000000,859062_2022-05-03_07:45:00.000000,3
257,859062_2022-05-03_08:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_080000_LBA_OUTER_S0.fits,2022-05-03,08:00:00.000000,859062_2022-05-03_08:00:00.000000,3
273,859062_2022-05-03_08:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_081500_LBA_OUTER_S0.fits,2022-05-03,08:15:00.000000,859062_2022-05-03_08:15:00.000000,3
285,859062_2022-05-03_08:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_083000_LBA_OUTER_S0.fits,2022-05-03,08:30:00.000000,859062_2022-05-03_08:30:00.000000,3
269,859062_2022-05-03_08:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_084500_LBA_OUTER_S0.fits,2022-05-03,08:45:00.000000,859062_2022-05-03_08:45:00.000000,3
268,859062_2022-05-03_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_090000_LBA_OUTER_S0.fits,2022-05-03,09:00:00.000000,859062_2022-05-03_09:00:00.000000,3
282,859062_2022-05-03_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_091500_LBA_OUTER_S0.fits,2022-05-03,09:15:00.000000,859062_2022-05-03_09:15:00.000000,3
276,859062_2022-05-03_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_093000_LBA_OUTER_S0.fits,2022-05-03,09:30:00.000000,859062_2022-05-03_09:30:00.000000,3
259,859062_2022-05-03_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_094500_LBA_OUTER_S0.fits,2022-05-03,09:45:00.000000,859062_2022-05-03_09:45:00.000000,3
272,859062_2022-05-03_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_100000_LBA_OUTER_S0.fits,2022-05-03,10:00:00.000000,859062_2022-05-03_10:00:00.000000,3
258,859062_2022-05-03_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_101500_LBA_OUTER_S0.fits,2022-05-03,10:15:00.000000,859062_2022-05-03_10:15:00.000000,3
261,859062_2022-05-03_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_103000_LBA_OUTER_S0.fits,2022-05-03,10:30:00.000000,859062_2022-05-03_10:30:00.000000,3
284,859062_2022-05-03_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_104500_LBA_OUTER_S0.fits,2022-05-03,10:45:00.000000,859062_2022-05-03_10:45:00.000000,3
283,859062_2022-05-03_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_110000_LBA_OUTER_S0.fits,2022-05-03,11:00:00.000000,859062_2022-05-03_11:00:00.000000,3
267,859062_2022-05-03_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_111500_LBA_OUTER_S0.fits,2022-05-03,11:15:00.000000,859062_2022-05-03_11:15:00.000000,3
251,859062_2022-05-03_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_113000_LBA_OUTER_S0.fits,2022-05-03,11:30:00.000000,859062_2022-05-03_11:30:00.000000,3
274,859062_2022-05-03_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_114500_LBA_OUTER_S0.fits,2022-05-03,11:45:00.000000,859062_2022-05-03_11:45:00.000000,3
254,859062_2022-05-03_12:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_120000_LBA_OUTER_S0.fits,2022-05-03,12:00:00.000000,859062_2022-05-03_12:00:00.000000,3
279,859062_2022-05-03_12:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_121500_LBA_OUTER_S0.fits,2022-05-03,12:15:00.000000,859062_2022-05-03_12:15:00.000000,3
281,859062_2022-05-03_12:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_123000_LBA_OUTER_S0.fits,2022-05-03,12:30:00.000000,859062_2022-05-03_12:30:00.000000,3
263,859062_2022-05-03_12:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_124500_LBA_OUTER_S0.fits,2022-05-03,12:45:00.000000,859062_2022-05-03_12:45:00.000000,3
265,859062_2022-05-03_13:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_130000_LBA_OUTER_S0.fits,2022-05-03,13:00:00.000000,859062_2022-05-03_13:00:00.000000,3
289,859062_2022-05-03_13:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_131500_LBA_OUTER_S0.fits,2022-05-03,13:15:00.000000,859062_2022-05-03_13:15:00.000000,3
271,859062_2022-05-03_13:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_133000_LBA_OUTER_S0.fits,2022-05-03,13:30:00.000000,859062_2022-05-03_13:30:00.000000,5
252,859062_2022-05-03_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_134500_LBA_OUTER_S0.fits,2022-05-03,13:45:00.000000,859062_2022-05-03_13:45:00.000000,3
253,859062_2022-05-03_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_140000_LBA_OUTER_S0.fits,2022-05-03,14:00:00.000000,859062_2022-05-03_14:00:00.000000,3
278,859062_2022-05-03_14:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_141500_LBA_OUTER_S0.fits,2022-05-03,14:15:00.000000,859062_2022-05-03_14:15:00.000000,3
280,859062_2022-05-03_14:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_143000_LBA_OUTER_S0.fits,2022-05-03,14:30:00.000000,859062_2022-05-03_14:30:00.000000,3
264,859062_2022-05-03_14:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_144500_LBA_OUTER_S0.fits,2022-05-03,14:45:00.000000,859062_2022-05-03_14:45:00.000000,3
262,859062_2022-05-03_15:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_150000_LBA_OUTER_S0.fits,2022-05-03,15:00:00.000000,859062_2022-05-03_15:00:00.000000,3
288,859062_2022-05-03_15:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_151500_LBA_OUTER_S0.fits,2022-05-03,15:15:00.000000,859062_2022-05-03_15:15:00.000000,3
270,859062_2022-05-03_15:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_153000_LBA_OUTER_S0.fits,2022-05-03,15:30:00.000000,859062_2022-05-03_15:30:00.000000,3
255,859062_2022-05-03_15:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_154500_LBA_OUTER_S0.fits,2022-05-03,15:45:00.000000,859062_2022-05-03_15:45:00.000000,3
275,859062_2022-05-03_16:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3909/859062/dynamic_spectra/LOFAR_20220503_160000_LBA_OUTER_S0.fits,2022-05-03,16:00:00.000000,859062_2022-05-03_16:00:00.000000,3
122,859140_2022-05-04_06:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_063000_LBA_OUTER_S0.fits,2022-05-04,06:30:00.000000,859140_2022-05-04_06:30:00.000000,3
102,859140_2022-05-04_06:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_064500_LBA_OUTER_S0.fits,2022-05-04,06:45:00.000000,859140_2022-05-04_06:45:00.000000,3
104,859140_2022-05-04_07:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_070000_LBA_OUTER_S0.fits,2022-05-04,07:00:00.000000,859140_2022-05-04_07:00:00.000000,3
119,859140_2022-05-04_07:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_071500_LBA_OUTER_S0.fits,2022-05-04,07:15:00.000000,859140_2022-05-04_07:15:00.000000,3
131,859140_2022-05-04_07:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_073000_LBA_OUTER_S0.fits,2022-05-04,07:30:00.000000,859140_2022-05-04_07:30:00.000000,3
113,859140_2022-05-04_07:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_074500_LBA_OUTER_S0.fits,2022-05-04,07:45:00.000000,859140_2022-05-04_07:45:00.000000,3
133,859140_2022-05-04_08:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_080000_LBA_OUTER_S0.fits,2022-05-04,08:00:00.000000,859140_2022-05-04_08:00:00.000000,3
107,859140_2022-05-04_08:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_081500_LBA_OUTER_S0.fits,2022-05-04,08:15:00.000000,859140_2022-05-04_08:15:00.000000,3
103,859140_2022-05-04_08:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_083000_LBA_OUTER_S0.fits,2022-05-04,08:30:00.000000,859140_2022-05-04_08:30:00.000000,3
121,859140_2022-05-04_08:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_084500_LBA_OUTER_S0.fits,2022-05-04,08:45:00.000000,859140_2022-05-04_08:45:00.000000,3
123,859140_2022-05-04_09:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_090000_LBA_OUTER_S0.fits,2022-05-04,09:00:00.000000,859140_2022-05-04_09:00:00.000000,3
97,859140_2022-05-04_09:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_091500_LBA_OUTER_S0.fits,2022-05-04,09:15:00.000000,859140_2022-05-04_09:15:00.000000,3
114,859140_2022-05-04_09:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_093000_LBA_OUTER_S0.fits,2022-05-04,09:30:00.000000,859140_2022-05-04_09:30:00.000000,3
130,859140_2022-05-04_09:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_094500_LBA_OUTER_S0.fits,2022-05-04,09:45:00.000000,859140_2022-05-04_09:45:00.000000,3
108,859140_2022-05-04_10:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_100000_LBA_OUTER_S0.fits,2022-05-04,10:00:00.000000,859140_2022-05-04_10:00:00.000000,3
132,859140_2022-05-04_10:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_101500_LBA_OUTER_S0.fits,2022-05-04,10:15:00.000000,859140_2022-05-04_10:15:00.000000,3
120,859140_2022-05-04_10:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_103000_LBA_OUTER_S0.fits,2022-05-04,10:30:00.000000,859140_2022-05-04_10:30:00.000000,3
95,859140_2022-05-04_10:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_104500_LBA_OUTER_S0.fits,2022-05-04,10:45:00.000000,859140_2022-05-04_10:45:00.000000,3
96,859140_2022-05-04_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_110000_LBA_OUTER_S0.fits,2022-05-04,11:00:00.000000,859140_2022-05-04_11:00:00.000000,3
124,859140_2022-05-04_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_111500_LBA_OUTER_S0.fits,2022-05-04,11:15:00.000000,859140_2022-05-04_11:15:00.000000,3
129,859140_2022-05-04_11:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3958/859140/dynamic_spectra/LOFAR_20220504_113000_LBA_OUTER_S0.fits,2022-05-04,11:30:00.000000,859140_2022-05-04_11:30:00.000000,3
