Index,Date,URL,date,time,key,labels
4345.0,873300_2022-10-11_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3942/873300/dynamic_spectra/LOFAR_20221011_110000_LBA_OUTER_S0.fits,2022-10-11,11:00:00.000000,873300_2022-10-11_11:00:00.000000,2
2949.0,876498_2022-11-19_12:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3822/876498/dynamic_spectra/LOFAR_20221119_124100_LBA_OUTER_S0.fits,2022-11-19,12:41:00.000000,876498_2022-11-19_12:41:00.000000,2
2957.0,876498_2022-11-19_12:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3822/876498/dynamic_spectra/LOFAR_20221119_125600_LBA_OUTER_S0.fits,2022-11-19,12:56:00.000000,876498_2022-11-19_12:56:00.000000,2
11366.0,877600_2022-12-14_08:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4332/877600/dynamic_spectra/LOFAR_20221214_082600_LBA_OUTER_S0.fits,2022-12-14,08:26:00.000000,877600_2022-12-14_08:26:00.000000,2
11241.0,880330_2023-01-13_10:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4284/880330/dynamic_spectra/LOFAR_20230113_101100_LBA_OUTER_S0.fits,2023-01-13,10:11:00.000000,880330_2023-01-13_10:11:00.000000,2
11222.0,880330_2023-01-13_14:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4284/880330/dynamic_spectra/LOFAR_20230113_141100_LBA_OUTER_S0.fits,2023-01-13,14:11:00.000000,880330_2023-01-13_14:11:00.000000,2
11092.0,880334_2023-01-14_12:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4282/880334/dynamic_spectra/LOFAR_20230114_124100_LBA_OUTER_S0.fits,2023-01-14,12:41:00.000000,880334_2023-01-14_12:41:00.000000,2
11896.0,881218_2023-02-09_07:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4376/881218/dynamic_spectra/LOFAR_20230209_071100_LBA_OUTER_S0.fits,2023-02-09,07:11:00.000000,881218_2023-02-09_07:11:00.000000,2
11922.0,881218_2023-02-09_07:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4376/881218/dynamic_spectra/LOFAR_20230209_072600_LBA_OUTER_S0.fits,2023-02-09,07:26:00.000000,881218_2023-02-09_07:26:00.000000,2
11909.0,881218_2023-02-09_08:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4376/881218/dynamic_spectra/LOFAR_20230209_085600_LBA_OUTER_S0.fits,2023-02-09,08:56:00.000000,881218_2023-02-09_08:56:00.000000,2
12551.0,888140_2023-05-04_08:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4424/888140/dynamic_spectra/LOFAR_20230504_082600_LBA_OUTER_S0.fits,2023-05-04,08:26:00.000000,888140_2023-05-04_08:26:00.000000,2
12542.0,888140_2023-05-04_08:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4424/888140/dynamic_spectra/LOFAR_20230504_084100_LBA_OUTER_S0.fits,2023-05-04,08:41:00.000000,888140_2023-05-04_08:41:00.000000,2
12586.0,888144_2023-05-05_06:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4426/888144/dynamic_spectra/LOFAR_20230505_065600_LBA_OUTER_S0.fits,2023-05-05,06:56:00.000000,888144_2023-05-05_06:56:00.000000,2
12623.0,888144_2023-05-05_07:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4426/888144/dynamic_spectra/LOFAR_20230505_071100_LBA_OUTER_S0.fits,2023-05-05,07:11:00.000000,888144_2023-05-05_07:11:00.000000,2
12585.0,888144_2023-05-05_07:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4426/888144/dynamic_spectra/LOFAR_20230505_074100_LBA_OUTER_S0.fits,2023-05-05,07:41:00.000000,888144_2023-05-05_07:41:00.000000,2
12597.0,888144_2023-05-05_07:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4426/888144/dynamic_spectra/LOFAR_20230505_075600_LBA_OUTER_S0.fits,2023-05-05,07:56:00.000000,888144_2023-05-05_07:56:00.000000,2
13146.0,888168_2023-05-11_08:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4453/888168/dynamic_spectra/LOFAR_20230511_085600_LBA_OUTER_S0.fits,2023-05-11,08:56:00.000000,888168_2023-05-11_08:56:00.000000,2
13423.0,888464_2023-05-17_15:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4573/888464/dynamic_spectra/LOFAR_20230517_151500_LBA_OUTER_S0.fits,2023-05-17,15:15:00.000000,888464_2023-05-17_15:15:00.000000,2
13606.0,888484_2023-05-22_13:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4583/888484/dynamic_spectra/LOFAR_20230522_132600_LBA_OUTER_S0.fits,2023-05-22,13:26:00.000000,888484_2023-05-22_13:26:00.000000,2
13603.0,888484_2023-05-22_13:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4583/888484/dynamic_spectra/LOFAR_20230522_134100_LBA_OUTER_S0.fits,2023-05-22,13:41:00.000000,888484_2023-05-22_13:41:00.000000,2
14859.0,2021311_2023-07-07_09:58:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4659/2021311/dynamic_spectra/LOFAR_20230707_095800_LBA_OUTER_S0.fits,2023-07-07,09:58:00.000000,2021311_2023-07-07_09:58:00.000000,2
14822.0,2021311_2023-07-07_10:13:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4659/2021311/dynamic_spectra/LOFAR_20230707_101300_LBA_OUTER_S0.fits,2023-07-07,10:13:00.000000,2021311_2023-07-07_10:13:00.000000,2
14687.0,2021338_2023-07-10_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4652/2021338/dynamic_spectra/LOFAR_20230710_114500_LBA_OUTER_S0.fits,2023-07-10,11:45:00.000000,2021338_2023-07-10_11:45:00.000000,2
14541.0,2022421_2023-07-15_09:50:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_095000_LBA_OUTER_S0.fits,2023-07-15,09:50:00.000000,2022421_2023-07-15_09:50:00.000000,2
14559.0,2022421_2023-07-15_10:05:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_100500_LBA_OUTER_S0.fits,2023-07-15,10:05:00.000000,2022421_2023-07-15_10:05:00.000000,2
14564.0,2022421_2023-07-15_10:20:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_102000_LBA_OUTER_S0.fits,2023-07-15,10:20:00.000000,2022421_2023-07-15_10:20:00.000000,2
14568.0,2022421_2023-07-15_16:20:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_162000_LBA_OUTER_S0.fits,2023-07-15,16:20:00.000000,2022421_2023-07-15_16:20:00.000000,2
14546.0,2022421_2023-07-15_16:35:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_163500_LBA_OUTER_S0.fits,2023-07-15,16:35:00.000000,2022421_2023-07-15_16:35:00.000000,2
15593.0,2022445_2023-07-19_17:09:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4704/2022445/dynamic_spectra/LOFAR_20230719_170900_LBA_OUTER_S0.fits,2023-07-19,17:09:00.000000,2022445_2023-07-19_17:09:00.000000,2
15638.0,2022445_2023-07-19_17:24:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4704/2022445/dynamic_spectra/LOFAR_20230719_172400_LBA_OUTER_S0.fits,2023-07-19,17:24:00.000000,2022445_2023-07-19_17:24:00.000000,2
15939.0,2022572_2023-07-24_17:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4715/2022572/dynamic_spectra/LOFAR_20230724_173000_LBA_OUTER_S0.fits,2023-07-24,17:30:00.000000,2022572_2023-07-24_17:30:00.000000,2
15968.0,2022572_2023-07-24_17:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4715/2022572/dynamic_spectra/LOFAR_20230724_174500_LBA_OUTER_S0.fits,2023-07-24,17:45:00.000000,2022572_2023-07-24_17:45:00.000000,2
15940.0,2022572_2023-07-24_18:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4715/2022572/dynamic_spectra/LOFAR_20230724_180000_LBA_OUTER_S0.fits,2023-07-24,18:00:00.000000,2022572_2023-07-24_18:00:00.000000,2
16352.0,2022596_2023-07-28_15:50:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4727/2022596/dynamic_spectra/LOFAR_20230728_155000_LBA_OUTER_S0.fits,2023-07-28,15:50:00.000000,2022596_2023-07-28_15:50:00.000000,2
16393.0,2022596_2023-07-28_16:05:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4727/2022596/dynamic_spectra/LOFAR_20230728_160500_LBA_OUTER_S0.fits,2023-07-28,16:05:00.000000,2022596_2023-07-28_16:05:00.000000,2
16433.0,2022602_2023-07-29_07:21:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4731/2022602/dynamic_spectra/LOFAR_20230729_072100_LBA_OUTER_S0.fits,2023-07-29,07:21:00.000000,2022602_2023-07-29_07:21:00.000000,2
16442.0,2022602_2023-07-29_07:36:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4731/2022602/dynamic_spectra/LOFAR_20230729_073600_LBA_OUTER_S0.fits,2023-07-29,07:36:00.000000,2022602_2023-07-29_07:36:00.000000,2
17156.0,2022644_2023-08-05_07:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4754/2022644/dynamic_spectra/LOFAR_20230805_070000_LBA_OUTER_S0.fits,2023-08-05,07:00:00.000000,2022644_2023-08-05_07:00:00.000000,2
17122.0,2022644_2023-08-05_07:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4754/2022644/dynamic_spectra/LOFAR_20230805_071500_LBA_OUTER_S0.fits,2023-08-05,07:15:00.000000,2022644_2023-08-05_07:15:00.000000,2
20388.0,2024373_2023-08-17_12:32:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4865/2024373/dynamic_spectra/LOFAR_20230817_123200_LBA_OUTER_S0.fits,2023-08-17,12:32:00.000000,2024373_2023-08-17_12:32:00.000000,2
20359.0,2024373_2023-08-17_12:47:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4865/2024373/dynamic_spectra/LOFAR_20230817_124700_LBA_OUTER_S0.fits,2023-08-17,12:47:00.000000,2024373_2023-08-17_12:47:00.000000,2
20656.0,2024391_2023-08-20_06:22:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4874/2024391/dynamic_spectra/LOFAR_20230820_062200_LBA_OUTER_S0.fits,2023-08-20,06:22:00.000000,2024391_2023-08-20_06:22:00.000000,2
21256.0,2024760_2023-08-26_12:46:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4892/2024760/dynamic_spectra/LOFAR_20230826_124600_LBA_OUTER_S0.fits,2023-08-26,12:46:00.000000,2024760_2023-08-26_12:46:00.000000,2
19596.0,2025187_2023-09-17_16:07:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4839/2025187/dynamic_spectra/LOFAR_20230917_160700_LBA_OUTER_S0.fits,2023-09-17,16:07:00.000000,2025187_2023-09-17_16:07:00.000000,2
19879.0,2025205_2023-09-20_14:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4846/2025205/dynamic_spectra/LOFAR_20230920_142700_LBA_OUTER_S0.fits,2023-09-20,14:27:00.000000,2025205_2023-09-20_14:27:00.000000,2
20234.0,2025229_2023-09-24_15:04:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4858/2025229/dynamic_spectra/LOFAR_20230924_150400_LBA_OUTER_S0.fits,2023-09-24,15:04:00.000000,2025229_2023-09-24_15:04:00.000000,2
25059.0,2028255_2023-11-02_12:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5012/2028255/dynamic_spectra/LOFAR_20231102_122700_LBA_OUTER_S0.fits,2023-11-02,12:27:00.000000,2028255_2023-11-02_12:27:00.000000,2
29937.0,2028693_2024-01-14_11:40:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5705/2028693/dynamic_spectra/LOFAR_20240114_114000_LBA_OUTER_S0.fits,2024-01-14,11:40:00.000000,2028693_2024-01-14_11:40:00.000000,2
33968.0,2028783_2024-01-29_10:10:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5752/2028783/dynamic_spectra/LOFAR_20240129_101000_LBA_OUTER_S0.fits,2024-01-29,10:10:00.000000,2028783_2024-01-29_10:10:00.000000,2
33965.0,2028783_2024-01-29_10:25:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5752/2028783/dynamic_spectra/LOFAR_20240129_102500_LBA_OUTER_S0.fits,2024-01-29,10:25:00.000000,2028783_2024-01-29_10:25:00.000000,2
31771.0,2028807_2024-02-02_11:01:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5764/2028807/dynamic_spectra/LOFAR_20240202_110100_LBA_OUTER_S0.fits,2024-02-02,11:01:00.000000,2028807_2024-02-02_11:01:00.000000,2
32115.0,2028843_2024-02-08_11:46:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5783/2028843/dynamic_spectra/LOFAR_20240208_114600_LBA_OUTER_S0.fits,2024-02-08,11:46:00.000000,2028843_2024-02-08_11:46:00.000000,2
32991.0,2028885_2024-02-15_08:59:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5862/2028885/dynamic_spectra/LOFAR_20240215_085900_LBA_OUTER_S0.fits,2024-02-15,08:59:00.000000,2028885_2024-02-15_08:59:00.000000,2
33006.0,2028885_2024-02-15_09:14:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5862/2028885/dynamic_spectra/LOFAR_20240215_091400_LBA_OUTER_S0.fits,2024-02-15,09:14:00.000000,2028885_2024-02-15_09:14:00.000000,2
32859.0,2028897_2024-02-17_13:24:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5867/2028897/dynamic_spectra/LOFAR_20240217_132400_LBA_OUTER_S0.fits,2024-02-17,13:24:00.000000,2028897_2024-02-17_13:24:00.000000,2
32860.0,2028897_2024-02-17_13:39:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5867/2028897/dynamic_spectra/LOFAR_20240217_133900_LBA_OUTER_S0.fits,2024-02-17,13:39:00.000000,2028897_2024-02-17_13:39:00.000000,2
32372.0,2028963_2024-02-28_08:55:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5849/2028963/dynamic_spectra/LOFAR_20240228_085500_LBA_OUTER_S0.fits,2024-02-28,08:55:00.000000,2028963_2024-02-28_08:55:00.000000,2
32370.0,2028963_2024-02-28_09:10:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5849/2028963/dynamic_spectra/LOFAR_20240228_091000_LBA_OUTER_S0.fits,2024-02-28,09:10:00.000000,2028963_2024-02-28_09:10:00.000000,2
35121.0,2029029_2024-03-10_11:57:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6018/2029029/dynamic_spectra/LOFAR_20240310_115700_LBA_OUTER_S0.fits,2024-03-10,11:57:00.000000,2029029_2024-03-10_11:57:00.000000,2
35101.0,2029029_2024-03-10_12:12:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6018/2029029/dynamic_spectra/LOFAR_20240310_121200_LBA_OUTER_S0.fits,2024-03-10,12:12:00.000000,2029029_2024-03-10_12:12:00.000000,2
35100.0,2029029_2024-03-10_12:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6018/2029029/dynamic_spectra/LOFAR_20240310_122700_LBA_OUTER_S0.fits,2024-03-10,12:27:00.000000,2029029_2024-03-10_12:27:00.000000,2
38703.0,2029299_2024-04-24_14:14:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12341/2029299/dynamic_spectra/LOFAR_20240424_141400_LBA_OUTER_S0.fits,2024-04-24,14:14:00.000000,2029299_2024-04-24_14:14:00.000000,2
38675.0,2029299_2024-04-24_14:29:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12341/2029299/dynamic_spectra/LOFAR_20240424_142900_LBA_OUTER_S0.fits,2024-04-24,14:29:00.000000,2029299_2024-04-24_14:29:00.000000,2
39731.0,2029359_2024-05-04_06:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12399/2029359/dynamic_spectra/LOFAR_20240504_061100_LBA_OUTER_S0.fits,2024-05-04,06:11:00.000000,2029359_2024-05-04_06:11:00.000000,2
39693.0,2029359_2024-05-04_06:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12399/2029359/dynamic_spectra/LOFAR_20240504_062600_LBA_OUTER_S0.fits,2024-05-04,06:26:00.000000,2029359_2024-05-04_06:26:00.000000,2
40685.0,2040132_2024-05-14_12:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_124100_LBA_OUTER_S0.fits,2024-05-14,12:41:00.000000,2040132_2024-05-14_12:41:00.000000,2
40700.0,2040132_2024-05-14_12:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_125600_LBA_OUTER_S0.fits,2024-05-14,12:56:00.000000,2040132_2024-05-14_12:56:00.000000,2
40662.0,2040132_2024-05-14_16:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_164100_LBA_OUTER_S0.fits,2024-05-14,16:41:00.000000,2040132_2024-05-14_16:41:00.000000,2
40675.0,2040132_2024-05-14_16:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_165600_LBA_OUTER_S0.fits,2024-05-14,16:56:00.000000,2040132_2024-05-14_16:56:00.000000,2
40691.0,2040132_2024-05-14_17:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_171100_LBA_OUTER_S0.fits,2024-05-14,17:11:00.000000,2040132_2024-05-14_17:11:00.000000,2
40682.0,2040132_2024-05-14_17:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_172600_LBA_OUTER_S0.fits,2024-05-14,17:26:00.000000,2040132_2024-05-14_17:26:00.000000,2
40676.0,2040132_2024-05-14_17:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_174100_LBA_OUTER_S0.fits,2024-05-14,17:41:00.000000,2040132_2024-05-14_17:41:00.000000,2
41978.0,2040281_2024-05-27_06:57:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12618/2040281/dynamic_spectra/LOFAR_20240527_065700_LBA_OUTER_S0.fits,2024-05-27,06:57:00.000000,2040281_2024-05-27_06:57:00.000000,2
41980.0,2040281_2024-05-27_07:12:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12618/2040281/dynamic_spectra/LOFAR_20240527_071200_LBA_OUTER_S0.fits,2024-05-27,07:12:00.000000,2040281_2024-05-27_07:12:00.000000,2
41985.0,2040281_2024-05-27_07:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12618/2040281/dynamic_spectra/LOFAR_20240527_072700_LBA_OUTER_S0.fits,2024-05-27,07:27:00.000000,2040281_2024-05-27_07:27:00.000000,2
42252.0,2040812_2024-05-29_14:20:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12627/2040812/dynamic_spectra/LOFAR_20240529_142000_LBA_OUTER_S0.fits,2024-05-29,14:20:00.000000,2040812_2024-05-29_14:20:00.000000,2
42264.0,2040812_2024-05-29_14:35:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12627/2040812/dynamic_spectra/LOFAR_20240529_143500_LBA_OUTER_S0.fits,2024-05-29,14:35:00.000000,2040812_2024-05-29_14:35:00.000000,2
42251.0,2040812_2024-05-29_14:50:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12627/2040812/dynamic_spectra/LOFAR_20240529_145000_LBA_OUTER_S0.fits,2024-05-29,14:50:00.000000,2040812_2024-05-29_14:50:00.000000,2
44514.0,2041027_2024-06-17_10:34:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12690/2041027/dynamic_spectra/LOFAR_20240617_103400_LBA_OUTER_S0.fits,2024-06-17,10:34:00.000000,2041027_2024-06-17_10:34:00.000000,2
44507.0,2041027_2024-06-17_10:49:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12690/2041027/dynamic_spectra/LOFAR_20240617_104900_LBA_OUTER_S0.fits,2024-06-17,10:49:00.000000,2041027_2024-06-17_10:49:00.000000,2
44490.0,2041027_2024-06-17_11:04:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12690/2041027/dynamic_spectra/LOFAR_20240617_110400_LBA_OUTER_S0.fits,2024-06-17,11:04:00.000000,2041027_2024-06-17_11:04:00.000000,2
45652.0,2042220_2024-07-04_14:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12772/2042220/dynamic_spectra/LOFAR_20240704_142600_LBA_OUTER_S0.fits,2024-07-04,14:26:00.000000,2042220_2024-07-04_14:26:00.000000,2
