timestamp,label
858918_2022-05-02_15:45:00.000000,3
858918_2022-05-02_12:00:00.000000,3
858918_2022-05-02_14:00:00.000000,3
858918_2022-05-02_13:45:00.000000,3
858918_2022-05-02_11:30:00.000000,3
858918_2022-05-02_09:45:00.000000,3
858918_2022-05-02_08:00:00.000000,3
858918_2022-05-02_10:15:00.000000,3
858918_2022-05-02_07:30:00.000000,3
858918_2022-05-02_13:00:00.000000,3
858918_2022-05-02_14:45:00.000000,3
858918_2022-05-02_12:45:00.000000,3
858918_2022-05-02_15:00:00.000000,3
858918_2022-05-02_10:30:00.000000,3
858918_2022-05-02_07:15:00.000000,3
858918_2022-05-02_08:45:00.000000,3
858918_2022-05-02_11:15:00.000000,3
858918_2022-05-02_09:00:00.000000,3
858918_2022-05-02_06:30:00.000000,3
859140_2022-05-04_10:45:00.000000,3
859140_2022-05-04_11:00:00.000000,3
859140_2022-05-04_09:15:00.000000,3
859140_2022-05-04_12:30:00.000000,3
859140_2022-05-04_14:30:00.000000,3
859140_2022-05-04_13:15:00.000000,3
859140_2022-05-04_15:15:00.000000,3
859140_2022-05-04_06:45:00.000000,3
859140_2022-05-04_08:30:00.000000,3
859140_2022-05-04_07:00:00.000000,3
859140_2022-05-04_16:00:00.000000,3
859140_2022-05-04_11:45:00.000000,3
859140_2022-05-04_08:15:00.000000,3
859140_2022-05-04_10:00:00.000000,3
859140_2022-05-04_13:30:00.000000,3
859140_2022-05-04_15:30:00.000000,3
859140_2022-05-04_12:15:00.000000,3
859140_2022-05-04_14:15:00.000000,3
859140_2022-05-04_07:45:00.000000,3
859140_2022-05-04_09:30:00.000000,3
859140_2022-05-04_13:00:00.000000,3
859140_2022-05-04_14:45:00.000000,3
859140_2022-05-04_12:45:00.000000,3
859140_2022-05-04_15:00:00.000000,3
859140_2022-05-04_07:15:00.000000,3
859140_2022-05-04_10:30:00.000000,3
859140_2022-05-04_08:45:00.000000,3
859140_2022-05-04_06:30:00.000000,3
859140_2022-05-04_09:00:00.000000,3
859140_2022-05-04_11:15:00.000000,3
859140_2022-05-04_15:45:00.000000,3
859140_2022-05-04_12:00:00.000000,3
859140_2022-05-04_14:00:00.000000,3
859140_2022-05-04_13:45:00.000000,3
859140_2022-05-04_11:30:00.000000,3
859140_2022-05-04_09:45:00.000000,3
859140_2022-05-04_07:30:00.000000,3
859140_2022-05-04_10:15:00.000000,3
859140_2022-05-04_08:00:00.000000,3
859340_2022-05-06_07:30:00.000000,3
859340_2022-05-06_10:15:00.000000,3
859340_2022-05-06_08:00:00.000000,3
859340_2022-05-06_09:45:00.000000,3
859340_2022-05-06_13:45:00.000000,3
859340_2022-05-06_14:00:00.000000,3
859340_2022-05-06_12:00:00.000000,3
859340_2022-05-06_15:45:00.000000,3
859340_2022-05-06_11:30:00.000000,3
859340_2022-05-06_06:30:00.000000,3
859340_2022-05-06_09:00:00.000000,3
859340_2022-05-06_11:15:00.000000,3
859340_2022-05-06_08:45:00.000000,3
859340_2022-05-06_15:00:00.000000,3
859340_2022-05-06_12:45:00.000000,3
859340_2022-05-06_14:45:00.000000,3
859340_2022-05-06_13:00:00.000000,3
859340_2022-05-06_07:15:00.000000,3
859340_2022-05-06_10:30:00.000000,3
859340_2022-05-06_14:15:00.000000,3
859340_2022-05-06_12:15:00.000000,3
859340_2022-05-06_09:30:00.000000,3
859340_2022-05-06_07:45:00.000000,3
859340_2022-05-06_08:15:00.000000,3
859340_2022-05-06_10:00:00.000000,3
859340_2022-05-06_11:45:00.000000,3
859340_2022-05-06_16:00:00.000000,3
859340_2022-05-06_15:30:00.000000,3
859340_2022-05-06_13:30:00.000000,3
859340_2022-05-06_15:15:00.000000,3
859340_2022-05-06_13:15:00.000000,3
859340_2022-05-06_08:30:00.000000,3
859340_2022-05-06_07:00:00.000000,3
859340_2022-05-06_06:45:00.000000,3
859340_2022-05-06_11:00:00.000000,3
859340_2022-05-06_09:15:00.000000,3
859340_2022-05-06_10:45:00.000000,3
859340_2022-05-06_14:30:00.000000,3
859340_2022-05-06_12:30:00.000000,3
859336_2022-05-07_08:45:00.000000,3
859336_2022-05-07_06:30:00.000000,3
859336_2022-05-07_11:15:00.000000,1
859336_2022-05-07_09:00:00.000000,3
859336_2022-05-07_14:45:00.000000,3
859336_2022-05-07_13:00:00.000000,3
859336_2022-05-07_15:00:00.000000,3
859336_2022-05-07_12:45:00.000000,3
859336_2022-05-07_07:15:00.000000,3
859336_2022-05-07_10:30:00.000000,3
859336_2022-05-07_09:45:00.000000,1
859336_2022-05-07_07:30:00.000000,3
859336_2022-05-07_08:00:00.000000,3
859336_2022-05-07_10:15:00.000000,3
859336_2022-05-07_12:00:00.000000,3
859336_2022-05-07_15:45:00.000000,3
859336_2022-05-07_13:45:00.000000,3
859336_2022-05-07_14:00:00.000000,3
859336_2022-05-07_11:30:00.000000,3
859336_2022-05-07_13:15:00.000000,3
859336_2022-05-07_15:15:00.000000,3
859336_2022-05-07_06:45:00.000000,3
859336_2022-05-07_08:30:00.000000,3
859336_2022-05-07_07:00:00.000000,3
859336_2022-05-07_10:45:00.000000,1
859336_2022-05-07_09:15:00.000000,3
859336_2022-05-07_11:00:00.000000,3
859336_2022-05-07_12:30:00.000000,3
859336_2022-05-07_14:30:00.000000,3
859336_2022-05-07_12:15:00.000000,3
859336_2022-05-07_14:15:00.000000,3
859336_2022-05-07_07:45:00.000000,3
859336_2022-05-07_09:30:00.000000,3
859336_2022-05-07_11:45:00.000000,3
859336_2022-05-07_16:00:00.000000,3
859336_2022-05-07_10:00:00.000000,3
859336_2022-05-07_08:15:00.000000,3
859336_2022-05-07_13:30:00.000000,3
859336_2022-05-07_15:30:00.000000,3
859690_2022-05-11_14:00:00.000000,3
859690_2022-05-11_14:45:00.000000,3
859690_2022-05-11_12:00:00.000000,3
859690_2022-05-11_12:45:00.000000,3
859690_2022-05-11_11:30:00.000000,3
859690_2022-05-11_09:15:00.000000,3
859690_2022-05-11_08:00:00.000000,3
859690_2022-05-11_08:45:00.000000,3
859690_2022-05-11_15:15:00.000000,1
859690_2022-05-11_13:15:00.000000,3
859690_2022-05-11_15:00:00.000000,3
859690_2022-05-11_15:45:00.000000,3
859690_2022-05-11_13:00:00.000000,3
859690_2022-05-11_13:45:00.000000,3
859690_2022-05-11_08:15:00.000000,3
859690_2022-05-11_10:30:00.000000,1
859690_2022-05-11_16:30:00.000000,3
859690_2022-05-11_09:00:00.000000,2
859690_2022-05-11_09:45:00.000000,3
859690_2022-05-11_14:15:00.000000,3
859690_2022-05-11_12:15:00.000000,3
859690_2022-05-11_10:45:00.000000,1
859690_2022-05-11_10:00:00.000000,1
859690_2022-05-11_16:45:00.000000,3
859690_2022-05-11_16:00:00.000000,3
859690_2022-05-11_15:30:00.000000,5
859690_2022-05-11_13:30:00.000000,3
859690_2022-05-11_09:30:00.000000,3
859690_2022-05-11_11:15:00.000000,3
859690_2022-05-11_17:15:00.000000,3
859690_2022-05-11_11:45:00.000000,1
859690_2022-05-11_11:00:00.000000,1
859690_2022-05-11_17:00:00.000000,3
859690_2022-05-11_14:30:00.000000,3
859690_2022-05-11_12:30:00.000000,1
859690_2022-05-11_10:15:00.000000,1
859690_2022-05-11_07:45:00.000000,3
859690_2022-05-11_08:30:00.000000,1
859690_2022-05-11_16:15:00.000000,3
859062_2022-05-03_11:30:00.000000,3
859062_2022-05-03_13:45:00.000000,3
859062_2022-05-03_14:00:00.000000,3
859062_2022-05-03_12:00:00.000000,3
859062_2022-05-03_15:45:00.000000,3
859062_2022-05-03_07:30:00.000000,3
859062_2022-05-03_08:00:00.000000,3
859062_2022-05-03_10:15:00.000000,3
859062_2022-05-03_09:45:00.000000,3
859062_2022-05-03_07:15:00.000000,3
859062_2022-05-03_10:30:00.000000,3
859062_2022-05-03_15:00:00.000000,3
859062_2022-05-03_12:45:00.000000,3
859062_2022-05-03_14:45:00.000000,3
859062_2022-05-03_13:00:00.000000,3
859062_2022-05-03_06:30:00.000000,3
859062_2022-05-03_11:15:00.000000,3
859062_2022-05-03_09:00:00.000000,3
859062_2022-05-03_08:45:00.000000,3
859062_2022-05-03_15:30:00.000000,3
859062_2022-05-03_13:30:00.000000,5
859062_2022-05-03_10:00:00.000000,3
859062_2022-05-03_08:15:00.000000,3
859062_2022-05-03_11:45:00.000000,3
859062_2022-05-03_16:00:00.000000,3
859062_2022-05-03_09:30:00.000000,3
859062_2022-05-03_07:45:00.000000,3
859062_2022-05-03_14:15:00.000000,3
859062_2022-05-03_12:15:00.000000,3
859062_2022-05-03_14:30:00.000000,3
859062_2022-05-03_12:30:00.000000,3
859062_2022-05-03_09:15:00.000000,3
859062_2022-05-03_11:00:00.000000,3
859062_2022-05-03_10:45:00.000000,3
859062_2022-05-03_08:30:00.000000,3
859062_2022-05-03_07:00:00.000000,3
859062_2022-05-03_06:45:00.000000,3
859062_2022-05-03_15:15:00.000000,3
859062_2022-05-03_13:15:00.000000,3
859344_2022-05-05_11:00:00.000000,3
859344_2022-05-05_09:15:00.000000,3
859344_2022-05-05_10:45:00.000000,3
859344_2022-05-05_14:30:00.000000,3
859344_2022-05-05_12:30:00.000000,3
859344_2022-05-05_15:15:00.000000,3
859344_2022-05-05_13:15:00.000000,3
859344_2022-05-05_08:30:00.000000,3
859344_2022-05-05_07:00:00.000000,3
859344_2022-05-05_06:45:00.000000,3
859344_2022-05-05_08:15:00.000000,3
859344_2022-05-05_10:00:00.000000,3
859344_2022-05-05_11:45:00.000000,3
859344_2022-05-05_16:00:00.000000,3
859344_2022-05-05_15:30:00.000000,3
859344_2022-05-05_13:30:00.000000,3
859344_2022-05-05_14:15:00.000000,3
859344_2022-05-05_12:15:00.000000,3
859344_2022-05-05_09:30:00.000000,3
859344_2022-05-05_07:45:00.000000,3
859344_2022-05-05_15:00:00.000000,3
859344_2022-05-05_12:45:00.000000,3
859344_2022-05-05_14:45:00.000000,3
859344_2022-05-05_13:00:00.000000,3
859344_2022-05-05_07:15:00.000000,3
859344_2022-05-05_10:30:00.000000,3
859344_2022-05-05_06:30:00.000000,3
859344_2022-05-05_09:00:00.000000,3
859344_2022-05-05_11:15:00.000000,3
859344_2022-05-05_08:45:00.000000,3
859344_2022-05-05_13:45:00.000000,3
859344_2022-05-05_14:00:00.000000,3
859344_2022-05-05_12:00:00.000000,3
859344_2022-05-05_15:45:00.000000,3
859344_2022-05-05_11:30:00.000000,3
859344_2022-05-05_07:30:00.000000,3
859344_2022-05-05_10:15:00.000000,3
859344_2022-05-05_08:00:00.000000,3
859344_2022-05-05_09:45:00.000000,3
859364_2022-05-05_13:00:00.000000,3
863014_2022-06-02_10:45:00.000000,1
863014_2022-06-02_09:15:00.000000,3
863014_2022-06-02_13:15:00.000000,3
863014_2022-06-02_11:45:00.000000,3
863014_2022-06-02_08:15:00.000000,3
863014_2022-06-02_13:30:00.000000,3
863014_2022-06-02_12:15:00.000000,1
863014_2022-06-02_07:45:00.000000,3
863014_2022-06-02_12:45:00.000000,3
863014_2022-06-02_07:15:00.000000,3
863014_2022-06-02_08:45:00.000000,3
863014_2022-06-02_11:15:00.000000,3
863014_2022-06-02_09:45:00.000000,3
863014_2022-06-02_10:15:00.000000,1
859728_2022-05-12_11:15:00.000000,1
859728_2022-05-12_08:45:00.000000,1
859728_2022-05-12_12:45:00.000000,1
859728_2022-05-12_10:15:00.000000,1
859728_2022-05-12_14:30:00.000000,1
859728_2022-05-12_07:15:00.000000,1
859728_2022-05-12_13:45:00.000000,1
859728_2022-05-12_09:45:00.000000,1
859728_2022-05-12_13:15:00.000000,1
859728_2022-05-12_09:15:00.000000,1
859728_2022-05-12_07:45:00.000000,1
859728_2022-05-12_10:45:00.000000,1
859728_2022-05-12_08:15:00.000000,1
859728_2022-05-12_12:15:00.000000,1
859728_2022-05-12_11:45:00.000000,1
859728_2022-05-12_14:15:00.000000,1
859328_2022-05-09_09:30:00.000000,1
859328_2022-05-09_07:45:00.000000,1
859328_2022-05-09_14:15:00.000000,3
859328_2022-05-09_12:15:00.000000,3
859328_2022-05-09_15:30:00.000000,3
859328_2022-05-09_13:30:00.000000,3
859328_2022-05-09_10:00:00.000000,3
859328_2022-05-09_08:15:00.000000,3
859328_2022-05-09_16:00:00.000000,5
859328_2022-05-09_11:45:00.000000,3
859328_2022-05-09_08:30:00.000000,3
859328_2022-05-09_07:00:00.000000,3
859328_2022-05-09_06:45:00.000000,3
859328_2022-05-09_15:15:00.000000,3
859328_2022-05-09_13:15:00.000000,3
859328_2022-05-09_14:30:00.000000,1
859328_2022-05-09_12:30:00.000000,3
859328_2022-05-09_09:15:00.000000,5
859328_2022-05-09_11:00:00.000000,3
859328_2022-05-09_10:45:00.000000,3
859328_2022-05-09_07:30:00.000000,3
859328_2022-05-09_08:00:00.000000,1
859328_2022-05-09_10:15:00.000000,1
859328_2022-05-09_09:45:00.000000,1
859328_2022-05-09_11:30:00.000000,1
859328_2022-05-09_14:00:00.000000,3
859328_2022-05-09_13:45:00.000000,3
859328_2022-05-09_15:45:00.000000,3
859328_2022-05-09_12:00:00.000000,3
859328_2022-05-09_06:30:00.000000,3
859328_2022-05-09_11:15:00.000000,3
859328_2022-05-09_09:00:00.000000,3
859328_2022-05-09_08:45:00.000000,3
859328_2022-05-09_07:15:00.000000,3
859328_2022-05-09_10:30:00.000000,3
859328_2022-05-09_12:45:00.000000,3
859328_2022-05-09_15:00:00.000000,3
859328_2022-05-09_13:00:00.000000,3
859328_2022-05-09_14:45:00.000000,3
861452_2022-05-23_13:00:00.000000,6
861452_2022-05-23_14:45:00.000000,6
861452_2022-05-23_12:45:00.000000,6
861452_2022-05-23_15:00:00.000000,6
861452_2022-05-23_19:00:00.000000,6
861452_2022-05-23_16:30:00.000000,6
861452_2022-05-23_07:15:00.000000,3
861452_2022-05-23_10:30:00.000000,1
861452_2022-05-23_18:45:00.000000,6
861452_2022-05-23_17:15:00.000000,6
861452_2022-05-23_08:45:00.000000,1
861452_2022-05-23_06:30:00.000000,3
861452_2022-05-23_11:15:00.000000,6
861452_2022-05-23_09:00:00.000000,1
861452_2022-05-23_15:45:00.000000,6
861452_2022-05-23_12:00:00.000000,6
861452_2022-05-23_14:00:00.000000,6
861452_2022-05-23_13:45:00.000000,6
861452_2022-05-23_18:00:00.000000,6
861452_2022-05-23_17:30:00.000000,6
861452_2022-05-23_11:30:00.000000,6
861452_2022-05-23_09:45:00.000000,1
861452_2022-05-23_16:15:00.000000,6
861452_2022-05-23_07:30:00.000000,1
861452_2022-05-23_08:00:00.000000,1
861452_2022-05-23_10:15:00.000000,1
861452_2022-05-23_10:45:00.000000,6
861452_2022-05-23_17:00:00.000000,6
861452_2022-05-23_18:30:00.000000,6
861452_2022-05-23_09:15:00.000000,1
861452_2022-05-23_11:00:00.000000,6
861452_2022-05-23_16:45:00.000000,6
861452_2022-05-23_12:30:00.000000,6
861452_2022-05-23_14:30:00.000000,6
861452_2022-05-23_13:15:00.000000,6
861452_2022-05-23_15:15:00.000000,6
861452_2022-05-23_06:45:00.000000,6
861452_2022-05-23_08:30:00.000000,1
861452_2022-05-23_07:00:00.000000,3
861452_2022-05-23_16:00:00.000000,6
861452_2022-05-23_11:45:00.000000,6
861452_2022-05-23_17:45:00.000000,6
861452_2022-05-23_10:00:00.000000,1
861452_2022-05-23_08:15:00.000000,1
861452_2022-05-23_13:30:00.000000,6
861452_2022-05-23_15:30:00.000000,6
861452_2022-05-23_12:15:00.000000,6
861452_2022-05-23_14:15:00.000000,6
861452_2022-05-23_07:45:00.000000,3
861452_2022-05-23_18:15:00.000000,6
861452_2022-05-23_09:30:00.000000,1
859332_2022-05-08_12:15:00.000000,3
859332_2022-05-08_14:15:00.000000,3
859332_2022-05-08_07:45:00.000000,3
859332_2022-05-08_09:30:00.000000,3
859332_2022-05-08_16:00:00.000000,3
859332_2022-05-08_11:45:00.000000,3
859332_2022-05-08_10:00:00.000000,3
859332_2022-05-08_08:15:00.000000,3
859332_2022-05-08_13:30:00.000000,3
859332_2022-05-08_15:30:00.000000,3
859332_2022-05-08_13:15:00.000000,3
859332_2022-05-08_15:15:00.000000,3
859332_2022-05-08_06:45:00.000000,3
859332_2022-05-08_07:00:00.000000,3
859332_2022-05-08_08:30:00.000000,3
859332_2022-05-08_10:45:00.000000,3
859332_2022-05-08_09:15:00.000000,1
859332_2022-05-08_11:00:00.000000,1
859332_2022-05-08_12:30:00.000000,1
859332_2022-05-08_14:30:00.000000,3
859332_2022-05-08_09:45:00.000000,3
859332_2022-05-08_08:00:00.000000,3
859332_2022-05-08_10:15:00.000000,5
859332_2022-05-08_07:30:00.000000,3
859332_2022-05-08_15:45:00.000000,3
859332_2022-05-08_12:00:00.000000,3
859332_2022-05-08_14:00:00.000000,3
859332_2022-05-08_13:45:00.000000,1
859332_2022-05-08_11:30:00.000000,1
859332_2022-05-08_08:45:00.000000,1
859332_2022-05-08_11:15:00.000000,1
859332_2022-05-08_09:00:00.000000,1
859332_2022-05-08_06:30:00.000000,1
859332_2022-05-08_13:00:00.000000,1
859332_2022-05-08_14:45:00.000000,1
859332_2022-05-08_12:45:00.000000,1
859332_2022-05-08_15:00:00.000000,1
859332_2022-05-08_10:30:00.000000,1
859332_2022-05-08_07:15:00.000000,1
859736_2022-05-13_15:30:00.000000,1
859736_2022-05-13_13:30:00.000000,1
859736_2022-05-13_10:00:00.000000,1
859736_2022-05-13_08:15:00.000000,1
859736_2022-05-13_16:00:00.000000,1
859736_2022-05-13_11:45:00.000000,1
859736_2022-05-13_09:30:00.000000,3
859736_2022-05-13_07:45:00.000000,3
859736_2022-05-13_14:15:00.000000,3
859736_2022-05-13_12:15:00.000000,3
859736_2022-05-13_14:30:00.000000,3
859736_2022-05-13_12:30:00.000000,3
859736_2022-05-13_09:15:00.000000,3
859736_2022-05-13_11:00:00.000000,3
859736_2022-05-13_10:45:00.000000,3
859736_2022-05-13_08:30:00.000000,1
859736_2022-05-13_07:00:00.000000,3
859736_2022-05-13_06:45:00.000000,3
859736_2022-05-13_15:15:00.000000,3
859736_2022-05-13_13:15:00.000000,3
859736_2022-05-13_11:30:00.000000,3
859736_2022-05-13_14:00:00.000000,3
859736_2022-05-13_13:45:00.000000,3
859736_2022-05-13_15:45:00.000000,3
859736_2022-05-13_12:00:00.000000,1
859736_2022-05-13_07:30:00.000000,3
859736_2022-05-13_08:00:00.000000,3
859736_2022-05-13_10:15:00.000000,3
859736_2022-05-13_09:45:00.000000,3
859736_2022-05-13_07:15:00.000000,3
859736_2022-05-13_10:30:00.000000,3
859736_2022-05-13_12:45:00.000000,3
859736_2022-05-13_15:00:00.000000,1
859736_2022-05-13_13:00:00.000000,1
859736_2022-05-13_14:45:00.000000,3
859736_2022-05-13_06:30:00.000000,3
859736_2022-05-13_11:15:00.000000,3
859736_2022-05-13_09:00:00.000000,3
859736_2022-05-13_08:45:00.000000,3
860282_2022-05-16_08:45:00.000000,3
860282_2022-05-16_06:30:00.000000,1
860282_2022-05-16_09:00:00.000000,3
860282_2022-05-16_11:15:00.000000,3
860282_2022-05-16_07:15:00.000000,5
860282_2022-05-16_10:30:00.000000,3
860282_2022-05-16_13:00:00.000000,3
860282_2022-05-16_14:45:00.000000,3
860282_2022-05-16_12:45:00.000000,3
860282_2022-05-16_15:00:00.000000,3
860282_2022-05-16_09:45:00.000000,3
860282_2022-05-16_07:30:00.000000,5
860282_2022-05-16_10:15:00.000000,3
860282_2022-05-16_08:00:00.000000,5
860282_2022-05-16_11:30:00.000000,3
860282_2022-05-16_15:45:00.000000,3
860282_2022-05-16_12:00:00.000000,3
860282_2022-05-16_14:00:00.000000,3
860282_2022-05-16_13:45:00.000000,1
860282_2022-05-16_06:45:00.000000,5
860282_2022-05-16_08:30:00.000000,5
860282_2022-05-16_07:00:00.000000,5
860282_2022-05-16_13:15:00.000000,3
860282_2022-05-16_15:15:00.000000,3
860282_2022-05-16_12:30:00.000000,3
860282_2022-05-16_14:30:00.000000,3
860282_2022-05-16_10:45:00.000000,3
860282_2022-05-16_11:00:00.000000,3
860282_2022-05-16_09:15:00.000000,3
860282_2022-05-16_07:45:00.000000,5
860282_2022-05-16_09:30:00.000000,3
860282_2022-05-16_12:15:00.000000,3
860282_2022-05-16_14:15:00.000000,3
860282_2022-05-16_13:30:00.000000,3
860282_2022-05-16_15:30:00.000000,3
860282_2022-05-16_16:00:00.000000,3
860282_2022-05-16_11:45:00.000000,3
860282_2022-05-16_08:15:00.000000,5
860282_2022-05-16_10:00:00.000000,3
859702_2022-05-12_10:30:00.000000,1
859702_2022-05-12_07:15:00.000000,1
859702_2022-05-12_12:45:00.000000,1
859702_2022-05-12_15:00:00.000000,3
859702_2022-05-12_13:00:00.000000,1
859702_2022-05-12_14:45:00.000000,1
859702_2022-05-12_09:00:00.000000,1
859702_2022-05-12_11:15:00.000000,1
859702_2022-05-12_06:30:00.000000,3
859702_2022-05-12_08:45:00.000000,1
859702_2022-05-12_11:30:00.000000,1
859702_2022-05-12_14:00:00.000000,1
859702_2022-05-12_13:45:00.000000,1
859702_2022-05-12_15:45:00.000000,1
859702_2022-05-12_12:00:00.000000,2
859702_2022-05-12_10:15:00.000000,1
859702_2022-05-12_08:00:00.000000,1
859702_2022-05-12_07:30:00.000000,1
859702_2022-05-12_09:45:00.000000,1
859702_2022-05-12_14:30:00.000000,1
859702_2022-05-12_12:30:00.000000,1
859702_2022-05-12_11:00:00.000000,1
859702_2022-05-12_09:15:00.000000,1
859702_2022-05-12_10:45:00.000000,1
859702_2022-05-12_07:00:00.000000,1
859702_2022-05-12_08:30:00.000000,1
859702_2022-05-12_06:45:00.000000,3
859702_2022-05-12_15:15:00.000000,1
859702_2022-05-12_13:15:00.000000,1
859702_2022-05-12_15:30:00.000000,1
859702_2022-05-12_13:30:00.000000,1
859702_2022-05-12_08:15:00.000000,1
859702_2022-05-12_10:00:00.000000,1
859702_2022-05-12_16:00:00.000000,1
859702_2022-05-12_11:45:00.000000,1
859702_2022-05-12_09:30:00.000000,1
859702_2022-05-12_07:45:00.000000,1
859702_2022-05-12_14:15:00.000000,1
859702_2022-05-12_12:15:00.000000,1
861456_2022-05-22_15:15:00.000000,6
861456_2022-05-22_13:15:00.000000,1
861456_2022-05-22_08:30:00.000000,3
861456_2022-05-22_07:00:00.000000,3
861456_2022-05-22_06:45:00.000000,3
861456_2022-05-22_16:45:00.000000,3
861456_2022-05-22_09:15:00.000000,3
861456_2022-05-22_11:00:00.000000,3
861456_2022-05-22_17:00:00.000000,6
861456_2022-05-22_18:30:00.000000,6
861456_2022-05-22_10:45:00.000000,3
861456_2022-05-22_14:30:00.000000,1
861456_2022-05-22_12:30:00.000000,6
861456_2022-05-22_14:15:00.000000,3
861456_2022-05-22_12:15:00.000000,3
861456_2022-05-22_09:30:00.000000,3
861456_2022-05-22_18:15:00.000000,6
861456_2022-05-22_07:45:00.000000,3
861456_2022-05-22_10:00:00.000000,3
861456_2022-05-22_08:15:00.000000,6
861456_2022-05-22_17:45:00.000000,6
861456_2022-05-22_11:45:00.000000,1
861456_2022-05-22_16:00:00.000000,3
861456_2022-05-22_15:30:00.000000,3
861456_2022-05-22_13:30:00.000000,3
861456_2022-05-22_06:30:00.000000,3
861456_2022-05-22_11:15:00.000000,3
861456_2022-05-22_09:00:00.000000,6
861456_2022-05-22_08:45:00.000000,3
861456_2022-05-22_17:15:00.000000,6
861456_2022-05-22_15:00:00.000000,3
861456_2022-05-22_12:45:00.000000,3
861456_2022-05-22_14:45:00.000000,3
861456_2022-05-22_13:00:00.000000,6
861456_2022-05-22_18:45:00.000000,3
861456_2022-05-22_07:15:00.000000,3
861456_2022-05-22_10:30:00.000000,3
861456_2022-05-22_19:00:00.000000,3
861456_2022-05-22_16:30:00.000000,6
861456_2022-05-22_07:30:00.000000,3
861456_2022-05-22_08:00:00.000000,3
861456_2022-05-22_10:15:00.000000,3
861456_2022-05-22_16:15:00.000000,6
861456_2022-05-22_09:45:00.000000,3
861456_2022-05-22_13:45:00.000000,6
861456_2022-05-22_14:00:00.000000,3
861456_2022-05-22_12:00:00.000000,3
861456_2022-05-22_15:45:00.000000,6
861456_2022-05-22_11:30:00.000000,3
861456_2022-05-22_18:00:00.000000,3
861456_2022-05-22_17:30:00.000000,6
860142_2022-05-14_09:30:00.000000,3
860142_2022-05-14_07:45:00.000000,3
860142_2022-05-14_14:15:00.000000,3
860142_2022-05-14_12:15:00.000000,3
860142_2022-05-14_15:30:00.000000,3
860142_2022-05-14_13:30:00.000000,3
860142_2022-05-14_08:15:00.000000,3
860142_2022-05-14_10:00:00.000000,1
860142_2022-05-14_16:00:00.000000,3
