Index,Date,URL,date,time,key,timestamp_dt,label,label_int
7013,868448_2022-08-18_11:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4131/868448/dynamic_spectra/LOFAR_20220818_110000_LBA_OUTER_S0.fits,2022-08-18,11:00:00.000000,868448_2022-08-18_11:00:00.000000,2022-08-18 11:00:00,II/1    749,2
32372,2028963_2024-02-28_08:55:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5849/2028963/dynamic_spectra/LOFAR_20240228_085500_LBA_OUTER_S0.fits,2024-02-28,08:55:00.000000,2028963_2024-02-28_08:55:00.000000,2024-02-28 08:55:00,II/2    432,2
32370,2028963_2024-02-28_09:10:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5849/2028963/dynamic_spectra/LOFAR_20240228_091000_LBA_OUTER_S0.fits,2024-02-28,09:10:00.000000,2028963_2024-02-28_09:10:00.000000,2024-02-28 09:10:00,II/2    432,2
7034,868448_2022-08-18_11:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4131/868448/dynamic_spectra/LOFAR_20220818_111500_LBA_OUTER_S0.fits,2022-08-18,11:15:00.000000,868448_2022-08-18_11:15:00.000000,2022-08-18 11:15:00,II/1    749,2
13423,888464_2023-05-17_15:15:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4573/888464/dynamic_spectra/LOFAR_20230517_151500_LBA_OUTER_S0.fits,2023-05-17,15:15:00.000000,888464_2023-05-17_15:15:00.000000,2023-05-17 15:15:00,II/2    343,2
47162,2043569_2024-08-05_15:46:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13774/2043569/dynamic_spectra/LOFAR_20240805_154600_LBA_OUTER_S0.fits,2024-08-05,15:46:00.000000,2043569_2024-08-05_15:46:00.000000,2024-08-05 15:46:00,II/2    925,2
1091,862352_2022-05-28_15:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3722/862352/dynamic_spectra/LOFAR_20220528_154500_LBA_OUTER_S0.fits,2022-05-28,15:45:00.000000,862352_2022-05-28_15:45:00.000000,2022-05-28 15:45:00,II/1    716,2
1115,862352_2022-05-28_16:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3722/862352/dynamic_spectra/LOFAR_20220528_160000_LBA_OUTER_S0.fits,2022-05-28,16:00:00.000000,862352_2022-05-28_16:00:00.000000,2022-05-28 16:00:00,II/1    716,2
47153,2043569_2024-08-05_15:31:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13774/2043569/dynamic_spectra/LOFAR_20240805_153100_LBA_OUTER_S0.fits,2024-08-05,15:31:00.000000,2043569_2024-08-05_15:31:00.000000,2024-08-05 15:31:00,II/2    925,2
47184,2043569_2024-08-05_15:16:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13774/2043569/dynamic_spectra/LOFAR_20240805_151600_LBA_OUTER_S0.fits,2024-08-05,15:16:00.000000,2043569_2024-08-05_15:16:00.000000,2024-08-05 15:16:00,II/2    925,2
13411,888464_2023-05-17_15:30:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4573/888464/dynamic_spectra/LOFAR_20230517_153000_LBA_OUTER_S0.fits,2023-05-17,15:30:00.000000,888464_2023-05-17_15:30:00.000000,2023-05-17 15:30:00,II/2    343,2
47152,2043569_2024-08-05_13:31:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13774/2043569/dynamic_spectra/LOFAR_20240805_133100_LBA_OUTER_S0.fits,2024-08-05,13:31:00.000000,2043569_2024-08-05_13:31:00.000000,2024-08-05 13:31:00,II/2    171,2
46694,2042340_2024-07-24_07:31:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12806/2042340/dynamic_spectra/LOFAR_20240724_073100_LBA_OUTER_S0.fits,2024-07-24,07:31:00.000000,2042340_2024-07-24_07:31:00.000000,2024-07-24 07:31:00,II/2    404,2
40685,2040132_2024-05-14_12:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12555/2040132/dynamic_spectra/LOFAR_20240514_124100_LBA_OUTER_S0.fits,2024-05-14,12:41:00.000000,2040132_2024-05-14_12:41:00.000000,2024-05-14 12:41:00,II/2    1040,2
10325,879648_2022-12-25_07:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4316/879648/dynamic_spectra/LOFAR_20221225_071100_LBA_OUTER_S0.fits,2022-12-25,07:11:00.000000,879648_2022-12-25_07:11:00.000000,2022-12-25 07:11:00,II/1    238,2
34596,2028858_2024-02-10_23:09:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5790/2028858/dynamic_spectra/LOFAR_20240210_230900_LBA_OUTER_S0.fits,2024-02-10,23:09:00.000000,2028858_2024-02-10_23:09:00.000000,2024-02-10 23:09:00,II/3    1856,2
47141,2043578_2024-08-07_02:14:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13779/2043578/dynamic_spectra/LOFAR_20240807_021400_LBA_OUTER_S0.fits,2024-08-07,02:14:00.000000,2043578_2024-08-07_02:14:00.000000,2024-08-07 02:14:00,II/2    370,2
47122,2043578_2024-08-07_02:29:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13779/2043578/dynamic_spectra/LOFAR_20240807_022900_LBA_OUTER_S0.fits,2024-08-07,02:29:00.000000,2043578_2024-08-07_02:29:00.000000,2024-08-07 02:29:00,II/2    370,2
47102,2043578_2024-08-07_02:44:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13779/2043578/dynamic_spectra/LOFAR_20240807_024400_LBA_OUTER_S0.fits,2024-08-07,02:44:00.000000,2043578_2024-08-07_02:44:00.000000,2024-08-07 02:44:00,II/2    370,2
45975,2042322_2024-07-21_16:12:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12784/2042322/dynamic_spectra/LOFAR_20240721_161200_LBA_OUTER_S0.fits,2024-07-21,16:12:00.000000,2042322_2024-07-21_16:12:00.000000,2024-07-21 16:12:00,II/2    592,2
45966,2042322_2024-07-21_16:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12784/2042322/dynamic_spectra/LOFAR_20240721_162700_LBA_OUTER_S0.fits,2024-07-21,16:27:00.000000,2042322_2024-07-21_16:27:00.000000,2024-07-21 16:27:00,II/2    592,2
11092,880334_2023-01-14_12:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4282/880334/dynamic_spectra/LOFAR_20230114_124100_LBA_OUTER_S0.fits,2023-01-14,12:41:00.000000,880334_2023-01-14_12:41:00.000000,2023-01-14 12:41:00,II/2    398,2
11222,880330_2023-01-13_14:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4284/880330/dynamic_spectra/LOFAR_20230113_141100_LBA_OUTER_S0.fits,2023-01-13,14:11:00.000000,880330_2023-01-13_14:11:00.000000,2023-01-13 14:11:00,II/1    401,2
46650,2042358_2024-07-27_05:34:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12811/2042358/dynamic_spectra/LOFAR_20240727_053400_LBA_OUTER_S0.fits,2024-07-27,05:34:00.000000,2042358_2024-07-27_05:34:00.000000,2024-07-27 05:34:00,II/2    258,2
47063,2043847_2024-08-08_19:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13783/2043847/dynamic_spectra/LOFAR_20240808_195600_LBA_OUTER_S0.fits,2024-08-08,19:56:00.000000,2043847_2024-08-08_19:56:00.000000,2024-08-08 19:56:00,II/2    359,2
47073,2043847_2024-08-08_19:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13783/2043847/dynamic_spectra/LOFAR_20240808_192600_LBA_OUTER_S0.fits,2024-08-08,19:26:00.000000,2043847_2024-08-08_19:26:00.000000,2024-08-08 19:26:00,II/2    1026,2
13146,888168_2023-05-11_08:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4453/888168/dynamic_spectra/LOFAR_20230511_085600_LBA_OUTER_S0.fits,2023-05-11,08:56:00.000000,888168_2023-05-11_08:56:00.000000,2023-05-11 08:56:00,II/2    419,2
11228,880330_2023-01-13_13:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4284/880330/dynamic_spectra/LOFAR_20230113_135600_LBA_OUTER_S0.fits,2023-01-13,13:56:00.000000,880330_2023-01-13_13:56:00.000000,2023-01-13 13:56:00,II/1    401,2
11241,880330_2023-01-13_10:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4284/880330/dynamic_spectra/LOFAR_20230113_101100_LBA_OUTER_S0.fits,2023-01-13,10:11:00.000000,880330_2023-01-13_10:11:00.000000,2023-01-13 10:11:00,II/2    381,2
17209,2022647_2023-08-05_22:02:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4756/2022647/dynamic_spectra/LOFAR_20230805_220200_LBA_OUTER_S0.fits,2023-08-05,22:02:00.000000,2022647_2023-08-05_22:02:00.000000,2023-08-05 22:02:00,II/1    772,2
19879,2025205_2023-09-20_14:27:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4846/2025205/dynamic_spectra/LOFAR_20230920_142700_LBA_OUTER_S0.fits,2023-09-20,14:27:00.000000,2025205_2023-09-20_14:27:00.000000,2023-09-20 14:27:00,II/1    1054,2
10333,879648_2022-12-25_07:26:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4316/879648/dynamic_spectra/LOFAR_20221225_072600_LBA_OUTER_S0.fits,2022-12-25,07:26:00.000000,879648_2022-12-25_07:26:00.000000,2022-12-25 07:26:00,II/1    238,2
19870,2025205_2023-09-20_14:12:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4846/2025205/dynamic_spectra/LOFAR_20230920_141200_LBA_OUTER_S0.fits,2023-09-20,14:12:00.000000,2025205_2023-09-20_14:12:00.000000,2023-09-20 14:12:00,II/1    1054,2
38644,2029296_2024-04-23_17:33:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12340/2029296/dynamic_spectra/LOFAR_20240423_173300_LBA_OUTER_S0.fits,2024-04-23,17:33:00.000000,2029296_2024-04-23_17:33:00.000000,2024-04-23 17:33:00,II/2    358,2
38622,2029296_2024-04-23_17:48:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12340/2029296/dynamic_spectra/LOFAR_20240423_174800_LBA_OUTER_S0.fits,2024-04-23,17:48:00.000000,2029296_2024-04-23_17:48:00.000000,2024-04-23 17:48:00,II/2    358,2
38645,2029296_2024-04-23_18:03:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12340/2029296/dynamic_spectra/LOFAR_20240423_180300_LBA_OUTER_S0.fits,2024-04-23,18:03:00.000000,2029296_2024-04-23_18:03:00.000000,2024-04-23 18:03:00,II/2    358,2
49528,2043841_2024-08-07_18:58:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13780/2043841/dynamic_spectra/LOFAR_20240807_185800_LBA_OUTER_S0.fits,2024-08-07,18:58:00.000000,2043841_2024-08-07_18:58:00.000000,2024-08-07 18:58:00,II/2    792,2
49516,2043841_2024-08-07_18:43:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13780/2043841/dynamic_spectra/LOFAR_20240807_184300_LBA_OUTER_S0.fits,2024-08-07,18:43:00.000000,2043841_2024-08-07_18:43:00.000000,2024-08-07 18:43:00,II/2    792,2
38629,2029296_2024-04-23_18:18:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12340/2029296/dynamic_spectra/LOFAR_20240423_181800_LBA_OUTER_S0.fits,2024-04-23,18:18:00.000000,2029296_2024-04-23_18:18:00.000000,2024-04-23 18:18:00,II/2    358,2
46188,2042328_2024-07-22_09:13:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12804/2042328/dynamic_spectra/LOFAR_20240722_091300_LBA_OUTER_S0.fits,2024-07-22,09:13:00.000000,2042328_2024-07-22_09:13:00.000000,2024-07-22 09:13:00,II/2    536,2
48694,2043991_2024-08-07_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13834/2043991/dynamic_spectra/LOFAR_20240807_140000_LBA_OUTER_S0.fits,2024-08-07,14:00:00.000000,2043991_2024-08-07_14:00:00.000000,2024-08-07 14:00:00,II/2    305,2
48695,2043991_2024-08-07_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13834/2043991/dynamic_spectra/LOFAR_20240807_134500_LBA_OUTER_S0.fits,2024-08-07,13:45:00.000000,2043991_2024-08-07_13:45:00.000000,2024-08-07 13:45:00,II/2    305,2
34637,2028858_2024-02-10_22:54:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5790/2028858/dynamic_spectra/LOFAR_20240210_225400_LBA_OUTER_S0.fits,2024-02-10,22:54:00.000000,2028858_2024-02-10_22:54:00.000000,2024-02-10 22:54:00,II/3    1856,2
3428,872004_2022-09-23_14:00:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3889/872004/dynamic_spectra/LOFAR_20220923_140000_LBA_OUTER_S0.fits,2022-09-23,14:00:00.000000,872004_2022-09-23_14:00:00.000000,2022-09-23 14:00:00,II/1    820,2
3429,872004_2022-09-23_13:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/3889/872004/dynamic_spectra/LOFAR_20220923_134500_LBA_OUTER_S0.fits,2022-09-23,13:45:00.000000,872004_2022-09-23_13:45:00.000000,2022-09-23 13:45:00,II/1    774,2
17191,2022647_2023-08-05_22:17:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4756/2022647/dynamic_spectra/LOFAR_20230805_221700_LBA_OUTER_S0.fits,2023-08-05,22:17:00.000000,2022647_2023-08-05_22:17:00.000000,2023-08-05 22:17:00,II/1    772,2
11081,880334_2023-01-14_12:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4282/880334/dynamic_spectra/LOFAR_20230114_125600_LBA_OUTER_S0.fits,2023-01-14,12:56:00.000000,880334_2023-01-14_12:56:00.000000,2023-01-14 12:56:00,II/2    398,2
47149,2043569_2024-08-05_05:31:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13774/2043569/dynamic_spectra/LOFAR_20240805_053100_LBA_OUTER_S0.fits,2024-08-05,05:31:00.000000,2043569_2024-08-05_05:31:00.000000,2024-08-05 05:31:00,II/3    443,2
49295,2043566_2024-08-05_02:33:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13859/2043566/dynamic_spectra/LOFAR_20240805_023300_LBA_OUTER_S0.fits,2024-08-05,02:33:00.000000,2043566_2024-08-05_02:33:00.000000,2024-08-05 02:33:00,II/2    314,2
13603,888484_2023-05-22_13:41:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4583/888484/dynamic_spectra/LOFAR_20230522_134100_LBA_OUTER_S0.fits,2023-05-22,13:41:00.000000,888484_2023-05-22_13:41:00.000000,2023-05-22 13:41:00,II/2    439,2
34953,2029014_2024-03-08_03:39:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6010/2029014/dynamic_spectra/LOFAR_20240308_033900_LBA_OUTER_S0.fits,2024-03-08,03:39:00.000000,2029014_2024-03-08_03:39:00.000000,2024-03-08 03:39:00,II/2    1067,2
14559,2022421_2023-07-15_10:05:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_100500_LBA_OUTER_S0.fits,2023-07-15,10:05:00.000000,2022421_2023-07-15_10:05:00.000000,2023-07-15 10:05:00,II/2    262,2
34948,2029014_2024-03-07_22:39:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6010/2029014/dynamic_spectra/LOFAR_20240307_223900_LBA_OUTER_S0.fits,2024-03-07,22:39:00.000000,2029014_2024-03-07_22:39:00.000000,2024-03-07 22:39:00,II/2    904,2
34949,2029014_2024-03-07_22:24:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/6010/2029014/dynamic_spectra/LOFAR_20240307_222400_LBA_OUTER_S0.fits,2024-03-07,22:24:00.000000,2029014_2024-03-07_22:24:00.000000,2024-03-07 22:24:00,II/2    904,2
14541,2022421_2023-07-15_09:50:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4643/2022421/dynamic_spectra/LOFAR_20230715_095000_LBA_OUTER_S0.fits,2023-07-15,09:50:00.000000,2022421_2023-07-15_09:50:00.000000,2023-07-15 09:50:00,II/2    662,2
49159,2043545_2024-08-01_07:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/13848/2043545/dynamic_spectra/LOFAR_20240801_071100_LBA_OUTER_S0.fits,2024-08-01,07:11:00.000000,2043545_2024-08-01_07:11:00.000000,2024-08-01 07:11:00,II/2    739,2
18600,2024823_2023-09-05_20:16:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4808/2024823/dynamic_spectra/LOFAR_20230905_201600_LBA_OUTER_S0.fits,2023-09-05,20:16:00.000000,2024823_2023-09-05_20:16:00.000000,2023-09-05 20:16:00,II/2    1314,2
34017,2029002_2024-03-06_03:35:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5900/2029002/dynamic_spectra/LOFAR_20240306_033500_LBA_OUTER_S0.fits,2024-03-06,03:35:00.000000,2029002_2024-03-06_03:35:00.000000,2024-03-06 03:35:00,II/2    1516,2
33991,2029002_2024-03-06_03:20:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5900/2029002/dynamic_spectra/LOFAR_20240306_032000_LBA_OUTER_S0.fits,2024-03-06,03:20:00.000000,2029002_2024-03-06_03:20:00.000000,2024-03-06 03:20:00,II/2    1516,2
14444,2022218_2023-07-15_00:14:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4645/2022218/dynamic_spectra/LOFAR_20230715_001400_LBA_OUTER_S0.fits,2023-07-15,00:14:00.000000,2022218_2023-07-15_00:14:00.000000,2023-07-15 00:14:00,II/2    851,2
27229,2028414_2023-11-28_19:53:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5082/2028414/dynamic_spectra/LOFAR_20231128_195300_LBA_OUTER_S0.fits,2023-11-28,19:53:00.000000,2028414_2023-11-28_19:53:00.000000,2023-11-28 19:53:00,II/1    854,2
46558,2042370_2024-07-29_12:52:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12817/2042370/dynamic_spectra/LOFAR_20240729_125200_LBA_OUTER_S0.fits,2024-07-29,12:52:00.000000,2042370_2024-07-29_12:52:00.000000,2024-07-29 12:52:00,II/2    567,2
32720,2028882_2024-02-15_02:34:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5860/2028882/dynamic_spectra/LOFAR_20240215_023400_LBA_OUTER_S0.fits,2024-02-15,02:34:00.000000,2028882_2024-02-15_02:34:00.000000,2024-02-15 02:34:00,II/1    433,2
32991,2028885_2024-02-15_08:59:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5862/2028885/dynamic_spectra/LOFAR_20240215_085900_LBA_OUTER_S0.fits,2024-02-15,08:59:00.000000,2028885_2024-02-15_08:59:00.000000,2024-02-15 08:59:00,II/1    1959,2
33006,2028885_2024-02-15_09:14:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5862/2028885/dynamic_spectra/LOFAR_20240215_091400_LBA_OUTER_S0.fits,2024-02-15,09:14:00.000000,2028885_2024-02-15_09:14:00.000000,2024-02-15 09:14:00,II/1    1959,2
18871,2025130_2023-09-07_19:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4814/2025130/dynamic_spectra/LOFAR_20230907_191100_LBA_OUTER_S0.fits,2023-09-07,19:11:00.000000,2025130_2023-09-07_19:11:00.000000,2023-09-07 19:11:00,II/2    1238,2
46377,2042367_2024-07-29_02:28:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12816/2042367/dynamic_spectra/LOFAR_20240729_022800_LBA_OUTER_S0.fits,2024-07-29,02:28:00.000000,2042367_2024-07-29_02:28:00.000000,2024-07-29 02:28:00,II/2    535,2
18890,2025130_2023-09-07_18:56:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4814/2025130/dynamic_spectra/LOFAR_20230907_185600_LBA_OUTER_S0.fits,2023-09-07,18:56:00.000000,2025130_2023-09-07_18:56:00.000000,2023-09-07 18:56:00,II/2    1238,2
39689,2029356_2024-05-03_20:18:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12398/2029356/dynamic_spectra/LOFAR_20240503_201800_LBA_OUTER_S0.fits,2024-05-03,20:18:00.000000,2029356_2024-05-03_20:18:00.000000,2024-05-03 20:18:00,II/1    392,2
46508,2042361_2024-07-28_01:59:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12813/2042361/dynamic_spectra/LOFAR_20240728_015900_LBA_OUTER_S0.fits,2024-07-28,01:59:00.000000,2042361_2024-07-28_01:59:00.000000,2024-07-28 01:59:00,II/3    1053,2
46509,2042361_2024-07-28_01:44:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12813/2042361/dynamic_spectra/LOFAR_20240728_014400_LBA_OUTER_S0.fits,2024-07-28,01:44:00.000000,2042361_2024-07-28_01:44:00.000000,2024-07-28 01:44:00,II/3    1053,2
14687,2021338_2023-07-10_11:45:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/4652/2021338/dynamic_spectra/LOFAR_20230710_114500_LBA_OUTER_S0.fits,2023-07-10,11:45:00.000000,2021338_2023-07-10_11:45:00.000000,2023-07-10 11:45:00,II/2    580,2
27224,2028414_2023-11-28_19:23:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/5082/2028414/dynamic_spectra/LOFAR_20231128_192300_LBA_OUTER_S0.fits,2023-11-28,19:23:00.000000,2028414_2023-11-28_19:23:00.000000,2023-11-28 19:23:00,II/2,2
39731,2029359_2024-05-04_06:11:00.000000,https://spaceweather.astron.nl//SolarKSP/data/atdb_process/solar_bf_compressing/12399/2029359/dynamic_spectra/LOFAR_20240504_061100_LBA_OUTER_S0.fits,2024-05-04,06:11:00.000000,2029359_2024-05-04_06:11:00.000000,2024-05-04 06:11:00,II/1    950,2
